timestamp_ms,revid,cycle_count,gain_LSB_per_uT,x_uT,y_uT,z_uT,mag_uT,fx_uT,fy_uT,fz_uT,fmag_uT,lat_deg,lon_deg,alt_m,sats,hdop_m,spd_mps,course_deg,fix_valid
1762617600000,1,0,1.0,0.021524461962776964,0.033721172596737056,-0.012135060820011733,0.04180525858299822,0.02142909013645143,0.0338406627921254,-0.01129598357448922,0.04161725131723178,9.231214267084699,106.42189845085008,6.485990652895452,19,1.2675512835849245,2.927259084541331,202.6302845003964,1
1762617602000,1,1,1.0,-0.028216717826891037,0.01641112932411942,-0.0289774542669455,0.04364861036056338,-0.027475261752390526,0.015302958189003533,-0.029646255195914534,0.04322002990325265,9.21851530973636,106.42088485199334,3.2954532836520665,15,0.6945477848934265,4.269311574341264,123.87757965915272,1
1762617604000,1,2,1.0,-0.03143876779255251,-0.011806436250465856,0.007467639382043565,0.03440281522187682,-0.03115355394755002,-0.0115910127894153,0.007148741074671926,0.034,9.234121413111053,106.42146209296462,0.7235393588741923,13,0.7723193651282186,0.9269084262366623,243.3319064981495,1
1762617606000,1,3,1.0,0.0326057868970663,0.019633280592297794,-0.020939065618770993,0.043440160162918316,0.03205179457117193,0.019468056011852045,-0.020902466544563444,0.042932922655694074,9.240907424988194,106.40502858762488,11.855054117789866,13,0.6645403331121872,0.0603662029957297,208.08549591946067,1
1762617608000,1,4,1.0,-0.017880508367268975,-0.005066233673600231,-0.02829271317964528,0.03385050844777919,-0.01690857900409244,-0.004958509087259176,-0.02907770870777016,0.034,9.235862695979328,106.41422265063986,4.5863667683814,16,1.1470267154405167,0.8336427399320773,19.602007628965698,1
1762617610000,1,5,1.0,-0.02547157801499477,0.01886172038550707,-0.019500487600175958,0.03721336855378231,-0.025589806192615593,0.018842255343463298,-0.020392203481944753,0.03775858485500931,9.223730807747328,106.4121425247184,11.247846419127395,15,0.9844315882699027,0.9242139965903351,69.93741514479001,1
1762617612000,1,6,1.0,-0.03392310504514186,-0.018764900372116318,0.007692941458248684,0.039523156379004214,-0.03459223358485217,-0.017886542174890285,0.007664794520147522,0.039690050269547236,9.219093479311958,106.438526529745,37.39440146497239,14,0.5099178131011244,1.488238339537361,277.58051841905217,1
1762617614000,1,7,1.0,-0.01102036753884393,0.006600166539634264,-0.03944427376318273,0.04148326688855421,-0.010857163052225068,0.006086669683104154,-0.0386891017784916,0.04064199962846688,9.236899113496207,106.41223518334057,38.4494130283985,16,0.6888332964188485,4.3198691548366055,304.59285686392303,1
1762617616000,1,8,1.0,-0.00988317240120261,-0.02543469713002659,-0.02920240567550304,0.03996725424700486,-0.010073068377103212,-0.024647767336952727,-0.029196604040211554,0.039514817837201885,9.240382759968321,106.42627001599026,43.35854831987574,17,0.5262595976701092,4.617322615959288,265.27375482094294,1
1762617618000,1,9,1.0,0.028246752875914022,0.017205006451646507,0.030017480061908755,0.04466475572866424,0.028009966286976124,0.017368725549946812,0.029960747472781914,0.04454073672218189,9.243828264521099,106.40481299106398,37.002689131988,14,1.1297006294331675,1.7300893250859395,60.80936191685022,1
1762617620000,1,10,1.0,0.005777231163393147,0.01892143662582158,-0.038783878812382176,0.043538332761301396,0.0052502625552668875,0.018835441748054235,-0.03819232210276413,0.042906789559985344,9.233334639869362,106.41417056823371,10.627272646824014,10,0.7618626059699668,4.76479788235319,6.650670898494959,1
1762617622000,1,11,1.0,-0.031210729803631706,0.026210417292047587,0.0011731874970719763,0.04077342269667654,-0.030574045532444985,0.026418381295469327,0.000783781847888754,0.04041432226918946,9.222646769831416,106.40662655683872,12.035849104265667,18,1.3338537106116846,1.2624975554873386,41.19981899638327,1
1762617624000,1,12,1.0,-0.02025617416725819,0.0364444783026602,-0.002517587730751389,0.041771411738525166,-0.020138522000438776,0.03679596489839097,-0.002475010823127324,0.042019385761102875,9.236707782927914,106.41849703511694,8.713172359990784,15,1.397934303151282,4.732410896726595,125.57061855292633,1
1762617626000,1,13,1.0,-0.005622268169282004,0.006262108687605232,0.035256676147322155,0.03624716702778105,-0.0058482514241915825,0.006534626021531423,0.03510903691436674,0.03618767545748415,9.228869340347284,106.4303290754213,20.452024548764626,14,1.4833164000913532,0.8192594678654896,237.8438494311672,1
1762617628000,1,14,1.0,-0.02902994635897156,-0.026058408934715952,0.0008141807130055711,0.03901847449666735,-0.029589605981564862,-0.02666659381845679,0.0006087328914567101,0.0398374517728727,9.222672150270801,106.41057702422206,49.51157578913207,18,0.8837962886534918,3.939244114706208,21.903633122176053,1
1762617630000,1,15,1.0,-0.03192720639837262,0.020244741306506556,0.0060889093070137755,0.03829191658197193,-0.03218195713371177,0.020905662351219063,0.005834929500876277,0.038817154527082946,9.243726718851896,106.42285336973191,14.925311464717261,12,1.283446722360251,1.5567696742988668,219.3857598811158,1
1762617632000,1,16,1.0,0.03231138680125917,0.009890561339452328,0.030468179951550912,0.04549899900206754,0.03183476990302072,0.010114044629307116,0.0300690940842594,0.04494326303896874,9.222550538431273,106.42274295205632,33.70550530068472,14,0.603022469918748,3.4175509987614587,127.77979925076555,1
1762617634000,1,17,1.0,0.0020494858373645217,-0.009111973786026566,-0.03760470263300524,0.03874715626457695,0.001432376556581162,-0.008138251687533349,-0.038286901439312834,0.03916847795042766,9.24184308083269,106.42176346609347,45.73259119946009,12,1.3245138975507165,3.791377783677558,168.5855227908761,1
1762617636000,1,18,1.0,-0.03948997519953291,-0.014208785588719299,0.004103017080344117,0.04216850102063763,-0.03966795836740111,-0.014407636316020773,0.004236895063204298,0.04241554178634518,9.227436324604717,106.41543585847198,26.06135273820829,19,0.8306390793975438,1.93943011176141,268.39848577989534,1
1762617638000,1,19,1.0,0.019253777122116567,-0.013667343039133393,-0.030947447948993668,0.03892619598385077,0.018826880325110134,-0.01362340875103407,-0.03079989426970791,0.03858344432264902,9.2380442131005,106.41595559450796,14.167293068193848,14,0.5874614685430329,4.464637900522126,300.14180766371084,1
1762617640000,1,20,1.0,-0.02537033067282149,-0.025157279156470893,0.0014158614994411864,0.0357567760961543,-0.025651664557900123,-0.02418353682593704,0.0014789423899871175,0.035285104769511216,9.239890114753727,106.4180795487134,27.151986248379924,19,0.6645086774479726,1.8092368479881964,238.76690855538678,1
1762617642000,1,21,1.0,-0.03281090396416601,-0.027307923338372453,-0.004530352607503258,0.04292787195690538,-0.032029216914135294,-0.02636271029669959,-0.005090752668926355,0.04179448519908604,9.24015442721318,106.41860058659488,1.2788005836261607,16,0.6877852740328162,2.5333967409579867,135.15231270987817,1
1762617644000,1,22,1.0,-0.03972209563746142,-0.014145976635830986,0.0012064809196331557,0.042183043193000515,-0.03916293940900494,-0.014667403212253256,0.001061843501835702,0.041832954136262,9.231402948191056,106.41823175129394,39.52900226123119,11,0.8428980731342699,2.6172847568588127,121.65720525843228,1
1762617646000,1,23,1.0,0.017077673480786645,-0.03287236381943409,-0.01269459947059796,0.039158550666648896,0.01770087807770844,-0.032175757417409766,-0.01329199319058724,0.039054801664897956,9.240538223179552,106.4227763561633,42.40147494741229,14,0.813023841051105,1.549205845694372,158.05796910668636,1
1762617648000,1,24,1.0,-0.0028203402235772203,-0.022542267226654752,0.025370321228171806,0.03405526875411888,-0.0032014598897383596,-0.022813127791107363,0.025006236321385947,0.034,9.22257100394195,106.41616511315902,5.579800313652051,19,0.9344665974498946,2.421347351208944,162.36918861270817,1
1762617650000,1,25,1.0,0.006933477693123515,0.028936925599258277,-0.021788798447039924,0.036880489609328396,0.006520684134661659,0.02851267426178369,-0.021920573930238805,0.036551381322375155,9.220175862357262,106.42108008452632,42.479227368981235,13,1.058500243376801,4.354122103324944,304.55460106219175,1
1762617652000,1,26,1.0,-0.043525428500401794,0.009691730223545362,-0.0036802586778945066,0.04474300911657361,-0.04313603703299301,0.010198745361153571,-0.004358341519811551,0.044539052960932045,9.227851653221506,106.41931057451563,3.6744532243621455,15,0.8099446982851065,2.945378214260196,150.1288105229538,1
1762617654000,1,27,1.0,0.006430386499432673,-0.041844096727165346,-0.0034526833189255698,0.04247586754317377,0.006233093827099044,-0.042139824867983934,-0.0035309129801046482,0.04274439899021682,9.239511408681647,106.40889736290838,46.23703889031802,11,1.3921153339519161,4.498470067656463,93.82994316275656,1
1762617656000,1,28,1.0,-0.003421170608258971,0.03404087003265079,0.025481782030064012,0.042659189588391516,-0.0035817048314683605,0.03374554385900789,0.025748375874132316,0.042597760504463,9.237985518005512,106.41040180000371,33.27203468673679,16,0.6660719257309474,0.2513253312877334,57.59782763722922,1
1762617658000,1,29,1.0,0.008219777049628953,0.036074131461871065,0.01829453139022929,0.041274660195597584,0.007962058704779782,0.036642462025140723,0.019162072840920686,0.04210996838805498,9.237198950237069,106.42123097944614,41.50557957304707,17,1.1374015114890637,1.3010187160255278,288.79570615097634,1
1762617660000,1,30,1.0,0.013376388803619622,-0.01640302215783326,0.033999056540020625,0.04004900446886899,0.014013923070990867,-0.016795204933555765,0.03389594130784372,0.04034109301623559,9.237669188518506,106.42062535335965,5.381505097275452,18,1.4192585644301903,1.2997586633942366,302.91119057986276,1
1762617662000,1,31,1.0,0.021955804629420473,0.029118123713374203,0.017416785401722458,0.04041369692619445,0.0221258346670547,0.02962026928416032,0.01690516111135356,0.04065338097109306,9.22789751232227,106.42499176537282,41.079883114579175,14,1.4927960901447241,2.8763908918773846,20.852190011631105,1
1762617664000,1,32,1.0,0.027176760097964697,0.015887129983367904,0.03093347158417454,0.04413453129670335,0.02829196589259013,0.01584300343105721,0.030496559927519394,0.044513776060864076,9.239625481843373,106.40076874798586,12.425873741604516,12,0.6446676186464073,4.566357957683427,41.76708594053805,1
1762617666000,1,33,1.0,0.01567215681496337,0.022007017358298006,0.025158243405051982,0.036916967961481806,0.015071364176109105,0.022097050225208092,0.025044492833772247,0.03664221974833325,9.227773956560494,106.4215695350763,30.910534187270187,13,0.6561038568233588,0.23741449950768323,280.68659588630914,1
1762617668000,1,34,1.0,-0.028155838951379842,0.03331850064393812,0.009170396916192293,0.044575440904343865,-0.027961826307555223,0.03339680380569553,0.009257246389104903,0.0445298421914855,9.225325895687254,106.39947259813374,11.306253886067635,12,1.07001620118051,4.8185356085615165,234.95481922218863,1
1762617670000,1,35,1.0,0.02285172038558635,-0.0351844113514265,-0.0061102552331936105,0.04239668791005003,0.023028898602118725,-0.03460949609178658,-0.005565101625989011,0.04194183766433753,9.236935954554877,106.41667788724473,0.7025240786876219,11,1.0316982381727815,4.546678763997285,113.71549632386773,1
1762617672000,1,36,1.0,0.002302567961005898,-0.03576581986385148,-0.007490829947687099,0.036614317186773944,0.002763426139662749,-0.03519759065275815,-0.008093799799525613,0.036221768413252545,9.229004817336326,106.39897503261746,11.344657020976717,10,1.3506247936639033,2.080340925842465,154.3816320700405,1
1762617674000,1,37,1.0,0.041081271967706334,0.0035130393158503107,-0.000606596593654987,0.04123566794835265,0.040535181134669855,0.0042617005674675,0.0002003239384655184,0.04075908648421318,9.224572610530604,106.42693315954307,35.29089632059396,17,0.7864426050579256,1.3777475239499615,96.07174809499315,1
1762617676000,1,38,1.0,-0.004068735975088606,-0.02483291635037596,0.033903156128083915,0.04222146779003525,-0.004521637472094086,-0.024884202824966752,0.03327475942875353,0.04179567406687623,9.233648121601215,106.41081729261433,12.352848366083574,13,0.9251824755309257,3.472126246630646,215.23265735963295,1
1762617678000,1,39,1.0,-0.016902678208028488,0.009937600230010292,0.034431514669857215,0.03962304419648059,-0.016847453829223074,0.010386169568345949,0.03449670696894057,0.03977099458815672,9.239183381649465,106.43296664201809,12.127994379320212,12,0.8428031179999438,3.8901113614991205,158.13026725595034,1
1762617680000,1,40,1.0,0.02804618508973999,-0.026180191466376686,0.004364611978655197,0.03861399695742875,0.027277261989516355,-0.02594177733136631,0.0029082898745889977,0.03775556889717782,9.232939461369714,106.4186230530928,20.016217285450054,19,1.1023610577761107,2.397736989865135,312.44772870120295,1
1762617682000,1,41,1.0,-0.004532078172900332,0.020575291852280284,0.027923178171574196,0.03497979769200029,-0.004502525763850242,0.0214008608410786,0.027805854124680777,0.035375628709556156,9.228094544169092,106.42324573047377,2.1935694804951336,15,0.7689037728778776,4.1270620553139565,22.733004559037955,1
1762617684000,1,42,1.0,-0.019972496386089774,-0.022834572430360557,-0.020894168499790342,0.036835914367195806,-0.020236347648440595,-0.022221252120677274,-0.020363987460617558,0.036304074113733306,9.2347910411639,106.42127583712835,33.546718515441356,12,1.0178085494776719,0.5475053937617613,258.16056535973314,1
1762617686000,1,43,1.0,0.0017184779207192876,0.030172556278483437,-0.02375547877409312,0.038440331561117404,0.0019186932005282626,0.030399021909711225,-0.02381435787150831,0.03866400855443117,9.244422649900919,106.43021390971815,33.35849900902914,18,0.6037371154758189,1.9409716643039954,263.9820410165047,1
1762617688000,1,44,1.0,-0.02903172377000505,-0.0047883705878635895,0.02242125531084736,0.036993001603800604,-0.028760136203300705,-0.004517790609197225,0.02265929782670588,0.0368917286721606,9.228725471123186,106.41687178150434,35.40692912121403,14,1.349635777359432,1.715623066510743,221.1766258646174,1
1762617690000,1,45,1.0,-0.0065018843264184195,0.016517651444053285,0.03958623410127435,0.043384066652888326,-0.006437245535106534,0.017272856026391253,0.039747773567932694,0.04381409806210027,9.237860031986509,106.40875155568058,31.71799584319138,19,1.3909719086077474,4.791972605269644,43.506099355594316,1
1762617692000,1,46,1.0,-0.0016118176806297188,0.012235065738159055,-0.0388069375184235,0.04072190061148288,-0.001499905038828437,0.011986324520062201,-0.0387864234656002,0.04062398719818882,9.22944088267643,106.40842905401894,18.186001034579014,15,0.5199812463408401,3.5897704277394755,161.3983576249398,1
1762617694000,1,47,1.0,0.006659506566150635,-0.03301198390761597,0.005299973742589525,0.03409149206024045,0.007470124979064034,-0.03298030623025767,0.005396491947322477,0.03424361972078778,9.232711421243621,106.41039112093034,46.35774374551814,11,0.6093525417554237,4.115975042747382,78.14897817183754,1
1762617696000,1,48,1.0,-0.03725826411950447,0.01921771290766797,-0.0021710831733303716,0.04197871290006187,-0.037163789607461896,0.01897302479126854,-0.0019222880268299012,0.041771020085411815,9.239789834375346,106.41747264005934,28.45543562461168,14,0.843871211881227,3.843068150037987,132.26979103644635,1
1762617698000,1,49,1.0,0.002330821943770488,-0.00773079843151044,-0.04084389292717675,0.04163437960110473,0.00306327062625538,-0.007581966224281669,-0.040398914291662584,0.04121822551615883,9.23254936577222,106.41964848190653,44.36603501283261,12,1.466755418516759,0.29296073829883307,190.95565257269266,1
1762617700000,1,50,1.0,-0.02657769176786322,0.009902647742670582,0.028717525331811943,0.040362512226151434,-0.02636830277563264,0.010500960102994492,0.028838181054574325,0.040462306420772996,9.237727227432803,106.41519376610505,32.35317917205245,10,1.0374599808194347,0.0019578160940675327,148.0125729097865,1
1762617702000,1,51,1.0,-0.008340425645645588,0.034441898281003025,-0.021718241764161744,0.0415630735446271,-0.008898624535415595,0.034499777566632535,-0.02126943038342514,0.041494684474096086,9.234805795194852,106.41822169762548,8.294082409468384,13,1.004823437226935,4.976625612727645,329.7670645269677,1
1762617704000,1,52,1.0,0.013257520694870805,0.02873193412177587,-0.02814127071652494,0.04234639312732243,0.013136461377911482,0.029329112976496218,-0.028111066100013682,0.042696551649996015,9.235522192698381,106.42842775805364,5.2540449929523945,15,0.9829500063111649,1.1018910075433919,49.9308481236452,1
1762617706000,1,53,1.0,0.002703386721079174,-0.013479711994622522,0.039884055719474426,0.042187069533872794,0.0018374886177886566,-0.013175949112023421,0.040402520133056744,0.04253640361531742,9.239429711316385,106.40417248456922,5.992964849506372,16,0.6906060319928771,2.9190422416090342,351.46884019743743,1
